"loan_amnt","int_rate","annual_inc","dti","delinq_2yrs","inq_last_6mths","pub_rec","revol_util","total_acc","term_36 months","term_60 months","region_Midwest","region_Northeast","region_South","region_West","grade_A","grade_B","grade_C","grade_D","grade_E","grade_F","grade_G","emp_length_0-3 years","emp_length_4-6 years","emp_length_7-9 years","emp_length_10+ years","home_ownership_MORTGAGE","home_ownership_OWN","home_ownership_RENT","verification_status_Not Verified","verification_status_Source Verified","verification_status_Verified","purpose_group_Big Purchase","purpose_group_Debt","purpose_group_Home","purpose_group_Medical/Other","unpaid_loan"
10000,0.1565,36712,11.9,0,0,0,0.611,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
6500,0.1074,52000,8.58,0,1,0,0.698,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
8075,0.1306,54000,24.38,0,1,0,0.858,25,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
35000,0.1565,93000,17.61,0,0,0,0.074,42,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16000,0.1602,54500,19.84,0,2,0,0.41,32,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
8000,0.0963,65000,5.02,0,1,0,0.714,15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12000,0.1343,275004,0.62,0,1,0,0.24,10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4800,0.1268,40000,4.17,1,0,0,0.305,14,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
7000,0.1037,30000,16.32,0,0,0,0.748,13,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
12000,0.0692,75000,24.93,0,0,0,0.242,30,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
9200,0.164,41004,24.38,0,1,0,0.391,27,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
35000,0.1751,65000,13.38,0,2,0,0.658,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
14000,0.1417,81000,14.4,0,1,0,0.491,24,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7200,0.1306,49920,7.43,0,0,0,0.852,7,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
12000,0.1037,60000,18.84,0,0,0,0.757,20,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
13000,0.1306,67000,18.29,0,2,0,0.518,27,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
8500,0.1074,57339,0.42,0,3,0,0.011,21,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9750,0.0963,27000,21.82,0,0,0,0.193,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3000,0.138,43200,12.39,0,1,0,0.396,15,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
8000,0.0766,40560,20.47,0,0,0,0.886,54,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
9000,0.0766,42000,15.49,0,0,0,0.333,11,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
25000,0.1565,122000,14.78,0,0,0,0.69,32,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
5600,0.0729,52800,16.61,0,0,0,0.749,15,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5000,0.138,55000,10.23,0,2,1,0.046,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
10400,0.0766,76248,13.02,0,3,0,0.441,17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
12000,0.138,83000,12.9,1,1,0,0.316,44,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10000,0.1037,38004,8.08,0,1,0,0.291,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
8125,0.1343,107000,15.08,0,1,0,0.762,33,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
19000,0.1862,70000,18.09,0,0,0,0.893,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
10000,0.1037,55000,21.6,0,2,0,0.489,18,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
16200,0.1714,53000,14.31,0,1,0,0.737,13,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
8000,0.0766,81900,22.7,0,0,0,0.186,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
3600,0.1825,30000,9,2,0,0,0.968,22,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
16000,0.1602,114000,10.93,0,1,0,0.4,20,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6300,0.1,54000,16.33,1,0,1,0.65,38,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
10800,0.0729,84000,20.83,0,0,0,0.365,35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
8000,0.1,68120,7.22,0,0,1,0.002,25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5000,0.1528,63000,10.91,0,3,0,0.688,57,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
35000,0.1602,87500,22.13,0,1,0,0.446,25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10575,0.2122,110000,14.5,0,0,0,0.454,78,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6000,0.0766,98899.39,10.69,0,0,0,0.23,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
18000,0.1037,110000,6.7,0,1,0,0.089,21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
24000,0.1565,110000,4.67,0,3,0,0.392,38,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
6500,0.0766,30000,24.68,0,0,0,0.364,15,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
12000,0.0963,95000,14.65,0,0,0,0.335,24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
9600,0.1037,97500,24.68,0,0,0,0.829,18,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4800,0.1528,14004,8.57,0,3,0,0.603,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
10000,0.1037,115000,21.81,0,0,0,0.733,53,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5000,0.1,33000,5.35,0,1,0,0.328,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
13600,0.1,68000,12.85,0,1,0,0.546,12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
18000,0.1,68004,13.57,0,0,0,0.545,24,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
8400,0.0729,63000,8.13,0,0,0,0.244,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
11200,0.0766,92000,11.3,0,2,0,0.648,27,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2500,0.1491,135000,18.28,0,1,0,0.9,23,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9500,0.0579,1e+05,8.98,0,0,0,0.258,28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
15000,0.1602,216000,11.19,0,1,0,0.981,41,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
9000,0.0579,33000,12.22,0,1,0,0.073,44,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
12000,0.1111,115000,18.16,0,2,0,0.832,24,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7500,0.0729,65000,14.44,0,1,0,0.278,21,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10000,0.1491,35000,10.35,0,2,0,0.487,23,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
8000,0.0542,60000,6.86,0,0,0,0.103,26,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
11000,0.1037,234000,4.3,0,2,0,0.135,30,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4800,0.1074,40000,6.42,0,0,0,0.397,8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2400,0.0963,106000,0.37,0,1,0,0.655,19,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
15000,0.164,62972,23.8,0,2,0,0.293,56,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
9600,0.0766,42000,11.09,0,1,0,0.192,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
6000,0.1037,63000,12.78,0,0,0,0.307,27,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
10000,0.1,28000,5.7,0,2,0,0.111,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4000,0.1074,41000,23.71,0,0,0,0.721,21,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
35000,0.164,76000,22.63,0,2,0,0.492,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
13000,0.1751,50000,21.74,0,0,0,0.556,50,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
15000,0.1306,48000,14.8,0,1,1,0.459,23,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
12000,0.1306,75000,14.29,1,1,0,0.173,27,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5000,0.0729,61200,4.92,0,0,0,0.108,28,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
3000,0.0579,30000,17.6,0,1,0,0.304,30,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2000,0.1306,36000,21.1,0,3,0,0.105,16,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
25000,0.1565,60000,18.05,0,0,0,0.504,14,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
15000,0.0963,84000,9.24,0,0,0,0.421,61,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
30000,0.1862,1e+05,18.44,0,0,0,0.89,33,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
24000,0.2048,117996,6.42,0,0,0,0.953,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
6000,0.138,145000,20.76,0,1,0,0.958,24,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4000,0.0542,32000,13.99,0,0,0,0.05,25,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
9000,0.0692,92000,16.66,0,0,0,0.605,38,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
3000,0.0692,58000,18.17,0,1,0,0.028,14,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10000,0.0729,73000,4.7,0,1,0,0.369,22,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16000,0.1343,1e+05,21.9,0,1,0,0.138,46,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9000,0.1491,63000,17.16,0,0,0,0.623,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5000,0.0692,55000,11.5,0,2,0,0.237,16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
10000,0.1037,157656,9.54,0,0,0,0.95,24,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
3000,0.1528,44400,20.51,0,1,0,0.784,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
7000,0.1037,42000,11.77,0,0,0,0.357,24,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
15000,0.1306,48000,20.85,0,0,0,0.648,13,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
10800,0.1268,52000,10.27,0,2,0,0.837,14,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
10000,0.0692,1e+05,19.75,0,1,0,0.329,31,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
35000,0.1714,74500,21.78,0,0,0,0.484,32,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6000,0.0963,71500,9.55,0,0,0,0.261,20,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
23500,0.1602,60000,26.8,0,1,0,0.417,39,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12000,0.1528,125000,10.02,0,0,0,0.8,20,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
6000,0.0729,64000,12.06,0,1,0,0.707,36,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
20000,0.1677,50000,5.62,0,0,0,0.326,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
12000,0.1862,59670,10.74,0,0,1,0.78,13,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3000,0.0692,37200,20.29,0,0,0,0.58,16,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6000,0.1037,40000,19.92,0,1,0,0.416,30,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6000,0.0692,75000,6.94,0,0,0,0.238,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6500,0.1268,45000,12.4,1,0,0,0.75,16,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
11750,0.1714,72000,11.43,1,2,0,0.941,56,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7500,0.1343,28800,13.75,0,2,0,0.281,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
35000,0.1677,87000,14.44,0,1,0,0,29,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
12000,0.1714,50000,11.35,0,0,0,0.828,11,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
12875,0.1,37000,4.44,0,0,0,0.229,21,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
12000,0.0729,36000,4.27,0,0,0,0.498,17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
14600,0.1825,42000,23.86,0,2,0,0.528,46,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
16000,0.1751,57000,14.48,0,0,0,0.899,12,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
10000,0.0963,90000,17.96,0,0,0,0.739,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
6600,0.1111,38400,3.59,0,0,1,0.159,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
4000,0.138,40000,12.69,0,1,0,0.694,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4000,0.0542,92000,4.96,0,0,0,0.224,19,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
7000,0.0692,54996,3.27,0,2,0,0.088,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7200,0.1306,56500,14.93,0,3,0,0.638,39,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2600,0.1677,38000,14.18,0,0,0,0.998,12,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
15300,0.1343,125000,9.62,0,2,0,0.414,25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
13000,0.1111,30000,7.91,0,0,0,0.002,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
16000,0.1677,168000,13.46,0,1,0,0.69,36,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
8775,0.1306,42240,17.95,0,0,0,0.713,22,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
8800,0.1037,119000,18.84,0,0,0,0.57,21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
7875,0.138,79150,15.15,0,2,1,0.667,37,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
17000,0.1343,70000,18.24,0,2,0,0.328,18,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
19200,0.1528,59000,25.32,0,1,0,0.614,28,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
10000,0.0766,30000,3,0,1,0,0.036,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
4000,0.1,58000,20.32,0,0,0,0.526,29,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
15000,0.1,54996,5.39,0,0,0,0.495,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
8000,0.0729,96000,10.1,0,1,0,0.595,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
15000,0.1306,37600,17.81,0,1,0,0.583,14,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
9600,0.1111,40000,26.79,0,1,0,0.83,18,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2000,0.0766,38400,2.19,0,1,0,0.819,9,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
16000,0.164,110000,14.97,1,0,0,0.637,28,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
3000,0.0729,72054,14.04,0,0,0,0.238,17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
12000,0.0729,76494,18.12,0,0,0,0.627,32,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10000,0.0766,132000,12.85,0,1,0,0.387,21,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
14000,0.1306,45000,15.89,0,0,0,0.755,17,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
11000,0.0729,55400,11.5,0,0,0,0.338,20,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
8900,0.1,116400,2.28,0,0,0,0.255,14,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
31050,0.1417,95000,20.53,0,1,0,0.664,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
5000,0.138,67200,14.18,1,2,1,0.601,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
10000,0.0692,60000,13.3,0,0,0,0.848,19,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
16000,0.1602,99504,4.14,0,2,0,0.117,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
5000,0.0579,78000,22.6,0,2,0,0.26,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
20000,0.1565,45050,10.2,0,0,0,0.225,25,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
12000,0.0766,72800,7.91,0,0,1,0.579,20,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7000,0.1037,50000,1.17,0,0,0,0.175,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
13000,0.1111,42996,15.66,0,0,0,0.665,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
6000,0.0766,29544,25.63,0,0,0,0.569,26,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12000,0.1,32140.8,8.55,0,0,0,0.147,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3500,0.0579,35100,2.29,0,1,0,0.082,12,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
25000,0.1528,65004,1,0,0,0,0.015,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
15850,0.138,55680,25.02,0,2,0,0.446,32,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
15000,0.2048,84996,1.23,2,1,0,0.039,29,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
29000,0.1825,76000,16.74,1,2,0,0.042,31,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
15000,0.1037,60000,15.46,0,1,0,0.174,28,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
12000,0.1074,150000,18.16,0,0,0,0.937,28,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20000,0.1825,59000,11.41,0,0,0,0.746,28,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
32000,0.1565,104000,5.35,0,0,0,0.293,27,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
9000,0.1037,50400,2,0,0,0,0.771,44,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
12000,0.1074,83000,19.17,1,5,0,0.177,55,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
15000,0.1343,61000,7.18,0,2,0,0.196,21,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
