"loan_status","loan_amnt","int_rate","annual_inc","dti","delinq_2yrs","inq_last_6mths","pub_rec","revol_util","total_acc","term_36 months","term_60 months","region_Midwest","region_Northeast","region_South","region_West","grade_A","grade_B","grade_C","grade_D","grade_E","grade_F","grade_G","emp_length_0-3 years","emp_length_4-6 years","emp_length_7-9 years","emp_length_10+ years","home_ownership_MORTGAGE","home_ownership_OWN","home_ownership_RENT","verification_status_Not Verified","verification_status_Source Verified","verification_status_Verified","purpose_group_Big Purchase","purpose_group_Debt","purpose_group_Home","purpose_group_Medical/Other"
"Current",2800,0.0991,33204,1.08,0,1,0,0.07,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"Current",12175,0.1065,106000,15.5,0,1,0,0.403,33,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1677,88000,5.66,0,0,0,0.357,23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",25000,0.1242,68000,19.24,0,1,0,0.364,21,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",15850,0.1349,40000,28.71,0,1,0,0.471,15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",3000,0.1065,90000,11.53,0,0,0,0.864,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"Current",6625,0.1427,25995,24.68,0,3,0,0.72,26,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",12800,0.1242,98300,19.46,0,0,0,0.433,44,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"Current",14000,0.1727,77000,15.05,0,2,1,0.522,36,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Current",12000,0.1903,140000,8.32,1,0,0,0.977,42,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"Current",20000,0.1065,90000,2.16,0,0,0,0.184,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"Current",27000,0.1065,61900,18.92,0,0,0,0.633,26,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.2089,77160,9.56,0,1,0,0.332,44,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"Current",14000,0.079,53000,27.74,0,0,0,0.063,26,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Current",28000,0.1427,75000,19.86,0,0,0,0.322,48,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",15000,0.1677,72000,20.5,0,0,0,0.369,30,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Current",5150,0.1864,34992,17.59,0,3,1,0.873,21,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",34000,0.1991,243000,15.59,0,0,0,0.489,39,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",30000,0.1349,60000,14.16,0,2,0,0.109,37,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"Current",25000,0.1465,70000,21.98,0,6,0,0.38,32,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",20000,0.2391,90000,13.91,0,1,0,0.991,17,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",12800,0.1864,80000,12,0,1,0,0.483,21,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",27000,0.1942,95000,14.51,0,0,0,0.762,16,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"Current",27500,0.1942,55000,8.01,0,0,0,0.498,23,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"Current",13000,0.089,35000,16.9,0,0,0,0.298,23,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"Current",8575,0.1065,47000,20.78,0,1,0,0.636,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",35000,0.1269,150000,7.55,0,1,0,0.323,24,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"Current",20000,0.1065,40000,22.38,0,0,0,0.511,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"Current",24000,0.2089,78500,6.76,0,3,0,0.847,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1242,108000,19,0,0,0,0.547,28,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",30000,0.2089,174996,9.94,1,1,0,0.815,22,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",15000,0.1427,44000,16.5,0,0,0,0.487,15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",30000,0.1903,150000,15.18,0,0,0,0.568,45,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",30000,0.1242,105000,18.1,0,0,0,0.768,38,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",14000,0.0991,70720,8.84,0,2,0,0.357,20,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Current",25000,0.1903,44400,18.65,0,0,0,0.879,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"Current",25000,0.1065,50000,15.38,0,0,0,0.505,22,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",25000,0.1727,140000,24.17,0,0,0,0.631,54,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"Current",5750,0.1427,54000,18.11,0,0,0,0.893,32,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",16000,0.1727,52044,1.94,1,1,0,0.291,16,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"Current",15000,0.1065,190000,17.04,0,1,0,0.038,28,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",7200,0.1864,30000,13.56,0,2,0,0,13,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"Current",35000,0.1677,85000,2.95,0,0,0,0.884,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",13600,0.1758,81060,8.1,1,1,0,0.425,15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"In Grace Period",14400,0.1758,89000,7.48,4,0,0,0,22,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"Current",21000,0.1465,72000,22.98,0,1,0,0.644,27,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"Current",18000,0.1596,114000,14.29,0,2,0,0.79,34,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",20000,0.1758,117996,18.28,1,2,0,0.578,36,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",23000,0.1758,55000,17.76,0,1,0,0.394,15,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",12000,0.089,50000,8.98,0,0,0,0.227,19,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"Current",25000,0.1825,120000,17.43,1,3,0,0.922,20,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"Current",30000,0.1427,80000,17.43,1,0,0,0.496,23,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",25000,0.1349,50000,19.97,0,0,0,0.626,12,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"Current",21725,0.1349,69200,25.04,0,4,0,0.581,36,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.089,64000,8.2,0,0,0,0,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"Current",4800,0.1991,41000,24.61,0,1,0,0.996,23,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"Current",15000,0.1269,44500,11.24,0,1,0,0.368,46,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"Current",35000,0.1758,65000,16.49,0,0,0,0.891,25,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Current",14400,0.1942,68800,9.23,1,0,0,0.607,38,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Current",12000,0.1903,39600,20.97,1,1,0,0.325,15,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"Current",30000,0.2089,70000,15.33,1,0,0,0.738,7,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"Current",14000,0.1596,70000,6.89,0,2,0,0.21,32,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"Current",35000,0.1171,75000,19.87,0,0,0,0.342,32,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",11100,0.089,85356,21.23,0,0,0,0.406,39,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",12000,0.1727,90000,16.83,0,1,0,0.873,12,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"Current",29175,0.1825,58000,16.7,0,1,0,0.469,17,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"Current",30000,0.1903,60000,20.98,0,0,0,0.6,28,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",5000,0.2089,74000,17.95,0,0,0,0.988,27,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"Current",6000,0.1596,39500,8.93,0,1,0,0.666,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
"Current",35000,0.1171,120000,11.4,0,0,0,0.15,29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",12000,0.1269,1e+05,5.22,0,4,0,0.446,24,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"Current",28000,0.1465,150000,12.03,0,1,0,0.604,45,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",12600,0.1427,65000,15.71,0,0,0,0.259,34,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",25875,0.2313,90000,21.64,0,1,0,0.954,24,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",25000,0.1171,93000,14.98,0,1,0,0.273,30,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",32875,0.1596,60000,22.5,0,1,0,0.721,29,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"Current",12500,0.0991,42000,17.09,0,1,0,0.109,14,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"Current",16275,0.1269,50000,27.79,0,1,0,0.457,25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",16500,0.1427,47400,11.9,0,3,0,0.909,21,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",5750,0.1427,67000,19.27,0,0,0,0.486,14,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"In Grace Period",20000,0.1942,41145.6,15.57,0,1,0,0.714,18,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",30000,0.1242,50400,19.88,0,0,0,0.556,22,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",30000,0.1349,135000,15.96,0,1,0,0.3,42,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",23275,0.1065,52446,18.99,0,0,0,0.515,26,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",8000,0.1942,102000,11.38,0,1,0,0.391,18,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"Current",12000,0.0991,72000,16.18,0,0,0,0.1,23,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Current",5000,0.1758,64000,12.47,1,1,0,0.166,15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",7075,0.1242,26400,12.82,0,0,0,0.945,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"In Grace Period",26200,0.2274,52000,17.77,0,3,0,0.568,25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",16200,0.1242,70000,23.19,0,0,0,0.767,24,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",5000,0.1465,36000,18.1,0,1,0,0.53,18,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"Current",25000,0.1427,159000,15.68,0,0,0,0.933,21,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",10000,0.1427,88000,12.74,0,2,0,0.765,21,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"Current",4500,0.1825,60000,9.76,0,0,0,0.589,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
"Current",13000,0.1427,180000,9.69,0,0,0,0.731,27,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",13000,0.1727,37000,12.03,0,1,0,0.768,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",15000,0.1825,240000,7.13,1,0,0,0.57,34,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"Current",35000,0.1171,78500,2.68,0,0,0,0.073,17,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"Current",15000,0.1864,44004,21,1,0,0,0.321,39,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",12000,0.1269,42996,9.13,2,0,0,0.047,21,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"Current",16800,0.0991,49000,16.97,0,1,0,0.287,37,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1942,110000,20.79,1,2,0,0.65,25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",13500,0.1677,61368,24.01,0,2,0,0.688,30,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"Current",20000,0.1465,65000,26.4,0,3,0,0.675,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",23675,0.1269,52500,20.07,0,1,0,0.532,41,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",14075,0.1171,56000,20.38,0,0,0,0.381,20,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",18800,0.1991,60000,22.88,0,1,0,0.95,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",20000,0.1465,60000,15.44,0,1,0,0.604,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",25000,0.1825,101000,16.27,0,0,0,0.772,25,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",30000,0.1065,60000,10.64,0,0,0,0.008,29,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",16000,0.1825,140000,18.55,0,2,0,0.745,63,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
"Current",21000,0.1527,86000,10.05,0,2,0,0.563,15,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",30000,0.1171,120000,11.8,0,1,0,0.31,35,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",4800,0.079,50000,0.6,0,0,0,0.07,26,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"Current",16000,0.1596,48000,14.6,1,2,0,0.736,32,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Current",15200,0.1903,38000,12.88,0,0,0,0.831,28,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",25000,0.1758,84000,22.43,0,1,0,0.482,18,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"Current",17500,0.1171,60996,19.56,0,1,0,0.085,21,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"Current",20000,0.1825,360000,1.99,0,1,0,0.705,21,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",14225,0.1242,80000,21.99,1,0,0,0.33,25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",15000,0.1991,46500,18.35,1,1,0,0.701,22,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",20000,0.203,65000,20.34,0,3,0,0.613,22,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"Current",15250,0.2089,30696,18.8,1,2,0,0.876,25,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",15250,0.1269,55000,27.03,0,3,0,0.623,26,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",17600,0.1677,70900,23.27,0,0,0,0.691,18,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",12000,0.1242,90000,14.41,0,0,0,0.379,21,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",35000,0.1427,117500,11.23,0,1,0,0.41,34,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",20000,0.1864,45000,22.35,0,1,0,0.96,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",12800,0.1269,55000,8.97,0,2,0,0.6,18,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",4625,0.0991,50000,28.51,0,0,0,0.307,46,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",21000,0.1727,55000,19.51,0,2,0,0.703,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",20000,0.1991,60000,20.04,0,2,0,0.696,19,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",20000,0.1269,42116,15.73,0,2,0,0.385,18,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"Current",30000,0.1171,63000,8.04,0,0,0,0.278,24,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",12000,0.1942,103000,10.57,4,1,0,0.337,22,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",12000,0.1427,72000,20.63,0,0,0,0.737,25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"Current",25000,0.1903,50000,15.05,0,0,0,0.671,37,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",14000,0.1427,65000,17.75,0,1,1,0.321,16,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",14000,0.1427,82000,18.37,0,0,0,0.942,29,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",5700,0.1864,107004,5.47,2,0,0,0.918,33,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"Current",22000,0.1427,85000,13.48,0,0,0,0.808,37,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",31700,0.2089,250000,17.62,0,0,0,0.978,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.1242,1e+05,10.97,0,0,0,0.546,25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",12000,0.079,40000,21,0,0,0,0.29,29,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Current",15500,0.1349,30720,22.46,0,1,0,0.64,15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",15850,0.1864,43000,23.44,0,2,0,0.485,12,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"Current",12000,0.089,47148,24.64,0,0,0,0.388,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"Current",2500,0.1677,53700,0.56,0,0,0,0.612,14,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"Current",24000,0.1825,368000,0.09,1,0,0,0.122,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"Current",10000,0.1171,43992,10.83,0,0,0,0.431,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"Current",28000,0.1465,175000,8.43,0,2,0,0.488,33,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",6000,0.1727,99996,2.18,0,0,0,0.499,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",28000,0.1269,115000,6.66,0,0,0,0.343,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"Current",4450,0.1942,26436,12.48,0,2,0,0.778,38,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"Current",3875,0.1903,75000,14.86,0,3,1,0.861,11,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",30000,0.2235,116000,22.41,0,0,0,0.77,30,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",25200,0.1349,50000,4.58,0,3,0,0.447,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"Current",16000,0.1527,125000,14.79,0,2,0,0.313,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"Current",2000,0.1427,32004,19.31,1,0,1,0.682,32,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Current",12000,0.1242,87996,19.5,0,0,0,0.662,35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"Current",5000,0.1942,39996,7.8,0,1,0,0.558,7,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
